#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
COR15A	NCED3	3702.Q42512	3702.Q9LRR7	0	0	0	0	0.056	0	0	0.759	0.762
COR15A	SCRM	3702.Q42512	3702.Q9LSE2	0	0	0	0	0	0	0	0.825	0.825
COR15A	KIN1-2	3702.Q42512	3702.Q8GW44	0	0	0	0	0	0	0	0.898	0.898
COR15A	DREB1C	3702.Q42512	3702.Q9SYS6	0	0	0	0	0	0	0	0.898	0.898
COR15A	DREB1A	3702.Q42512	3702.Q9M0L0	0	0	0	0	0.105	0	0	0.916	0.921
COR15B	LEA14	3702.Q9SIN5	3702.O03983	0	0	0	0	0.203	0	0	0.472	0.561
COR15B	DREB2A	3702.Q9SIN5	3702.O82132	0	0	0	0	0.050	0	0	0.546	0.550
COR15B	COR47	3702.Q9SIN5	3702.P31168	0	0	0	0	0.142	0	0	0.886	0.898
COR15B	KIN2	3702.Q9SIN5	3702.P31169	0	0	0	0	0.211	0	0	0.810	0.843
COR15B	XERO2	3702.Q9SIN5	3702.P42758	0	0	0	0	0.177	0	0	0.739	0.776
COR15B	ERD10	3702.Q9SIN5	3702.P42759	0	0	0	0	0.120	0	0	0.785	0.802
COR15B	P5CSA	3702.Q9SIN5	3702.P54887	0	0	0	0	0.078	0	0	0.482	0.501
COR15B	EM6	3702.Q9SIN5	3702.Q02973	0	0	0	0	0	0	0	0.540	0.540
COR15B	LTI65	3702.Q9SIN5	3702.Q04980	0	0	0	0	0.049	0	0	0.794	0.795
COR15B	RD29A	3702.Q9SIN5	3702.Q06738	0	0	0	0	0.443	0	0	0.898	0.940
COR15B	EM1	3702.Q9SIN5	3702.Q07187	0	0	0	0	0	0	0	0.540	0.540
COR15B	RD22	3702.Q9SIN5	3702.Q08298	0	0	0	0	0.076	0	0	0.637	0.650
COR15B	KIN1-2	3702.Q9SIN5	3702.Q8GW44	0	0	0	0	0	0	0	0.481	0.481
COR15B	SCRM	3702.Q9SIN5	3702.Q9LSE2	0	0	0	0	0	0	0	0.738	0.738
COR15B	MYB15	3702.Q9SIN5	3702.Q9LTC4	0	0	0	0	0	0	0	0.409	0.408
COR15B	DREB1A	3702.Q9SIN5	3702.Q9M0L0	0	0	0	0	0.139	0	0	0.785	0.806
COR15B	DREB1C	3702.Q9SIN5	3702.Q9SYS6	0	0	0	0	0.045	0	0	0.785	0.785
COR47	LEA14	3702.P31168	3702.O03983	0	0	0	0	0.307	0	0	0.759	0.825
COR47	PXG3	3702.P31168	3702.O22788	0	0	0	0	0.079	0	0	0.777	0.785
COR47	DREB2A	3702.P31168	3702.O82132	0	0	0	0	0.104	0	0	0.805	0.817
COR47	EM6	3702.P31168	3702.Q02973	0	0	0	0	0	0	0	0.400	0.400
COR47	NAC019	3702.P31168	3702.Q9C932	0	0	0	0	0.049	0	0	0.436	0.440
COR47	RCI2A	3702.P31168	3702.Q9ZNQ7	0	0	0	0	0.144	0	0	0.398	0.462
COR47	XERO2	3702.P31168	3702.P42758	0	0	0	0.695	0.275	0	0	0.302	0.472
COR47	ERD10	3702.P31168	3702.P42759	0	0	0	0.949	0.471	0	0	0.086	0.495
COR47	NAC002	3702.P31168	3702.Q39013	0	0	0	0	0	0	0	0.513	0.513
COR47	SRK2E	3702.P31168	3702.Q940H6	0	0	0	0	0.057	0	0	0.541	0.548
COR47	ZAT10	3702.P31168	3702.Q96289	0	0	0	0	0.048	0	0	0.575	0.578
COR47	WRKY63	3702.P31168	3702.Q9C6H5	0	0	0	0	0	0	0	0.599	0.599
COR47	ZEP	3702.P31168	3702.Q9FGC7	0	0	0	0	0	0	0	0.600	0.600
COR47	P5CSA	3702.P31168	3702.P54887	0	0	0	0	0	0	0	0.639	0.639
COR47	SIZ1	3702.P31168	3702.Q680Q4	0	0	0	0	0	0	0	0.651	0.651
COR47	HOS1	3702.P31168	3702.Q84JU6	0	0	0	0	0	0	0	0.667	0.667
COR47	MYB15	3702.P31168	3702.Q9LTC4	0	0	0	0	0	0	0	0.695	0.695
COR47	ZAT12	3702.P31168	3702.Q42410	0	0	0	0	0.054	0	0	0.718	0.721
COR47	NCED3	3702.P31168	3702.Q9LRR7	0	0	0	0	0.048	0	0	0.737	0.738
COR47	NAC072	3702.P31168	3702.Q93VY3	0	0	0	0	0.140	0	0	0.720	0.748
COR47	KIN1-2	3702.P31168	3702.Q8GW44	0	0	0	0	0	0	0	0.785	0.785
COR47	SCRM	3702.P31168	3702.Q9LSE2	0	0	0	0	0	0	0	0.795	0.795
COR47	DREB1A	3702.P31168	3702.Q9M0L0	0	0	0	0	0.054	0	0	0.853	0.854
COR47	DREB1C	3702.P31168	3702.Q9SYS6	0	0	0	0	0.049	0	0	0.881	0.881
COR47	RD22	3702.P31168	3702.Q08298	0	0	0	0	0.062	0	0	0.890	0.892
COR47	KIN2	3702.P31168	3702.P31169	0	0	0	0	0.076	0	0	0.895	0.898
COR47	LTI65	3702.P31168	3702.Q04980	0	0	0	0	0.056	0	0	0.899	0.900
COR47	RD29A	3702.P31168	3702.Q06738	0	0	0	0	0.312	0	0	0.956	0.968
CP1	GPX6	3702.Q9FDX6	3702.O48646	0	0	0	0	0.096	0	0	0.571	0.595
CP1	HSFA2	3702.Q9FDX6	3702.O80982	0	0	0	0	0	0	0.044	0.400	0.401
CP1	DREB2A	3702.Q9FDX6	3702.O82132	0	0	0	0	0.048	0.077	0.083	0.402	0.453
CP1	HSP90-1	3702.Q9FDX6	3702.P27323	0	0	0	0	0.063	0.045	0.171	0.422	0.513
CP1	HSFA1A	3702.Q9FDX6	3702.P41151	0	0	0	0	0	0	0.044	0.495	0.496
CP1	PP2CA	3702.Q9FDX6	3702.P49598	0	0	0	0	0	0.079	0.070	0.597	0.624
CP1	HTR4	3702.Q9FDX6	3702.P59169	0	0	0	0	0	0	0	0.447	0.447
CP1	HTR2	3702.Q9FDX6	3702.P59226	0	0	0	0	0	0	0	0.426	0.426
CP1	NAC002	3702.Q9FDX6	3702.Q39013	0	0	0	0	0.099	0.109	0.089	0.280	0.402
CP1	MYC2	3702.Q9FDX6	3702.Q39204	0	0	0	0	0.055	0	0	0.631	0.636
CP1	ZAT12	3702.Q9FDX6	3702.Q42410	0	0	0	0	0.086	0.078	0.072	0.540	0.592
CP1	NHX1	3702.Q9FDX6	3702.Q68KI4	0	0	0	0	0.050	0.069	0.162	0.553	0.624
CP1	HKT1	3702.Q9FDX6	3702.Q84TI7	0	0	0	0	0	0	0	0.477	0.477
CP1	WRKY33	3702.Q9FDX6	3702.Q8S8P5	0	0	0	0	0.079	0.072	0.063	0.699	0.726
CP1	SRK2E	3702.Q9FDX6	3702.Q940H6	0	0	0	0	0	0.090	0.135	0.544	0.609
CP1	ZAT10	3702.Q9FDX6	3702.Q96289	0	0	0	0	0.089	0.078	0.072	0.545	0.597
CP1	HAB1	3702.Q9FDX6	3702.Q9CAJ0	0	0	0	0	0.072	0.079	0.070	0.550	0.594
CP1	HMGB6	3702.Q9FDX6	3702.Q9SUP7	0	0	0	0	0.061	0	0.093	0.359	0.406
CP1	MGH3	3702.Q9FDX6	3702.Q9FXI7	0	0	0	0	0	0	0	0.416	0.416
CP1	HTR11	3702.Q9FDX6	3702.Q9FKQ3	0	0	0	0	0	0	0	0.418	0.418
CP1	T24H18.80	3702.Q9FDX6	3702.Q9LXU8	0	0	0	0	0	0	0	0.418	0.418
CP1	T6J4.12	3702.Q9FDX6	3702.Q9FX60	0	0	0	0	0	0	0	0.418	0.418
CP1	F10A5.19	3702.Q9FDX6	3702.Q9LR02	0	0	0	0	0	0	0	0.418	0.418
CP1	WRKY40	3702.Q9FDX6	3702.Q9SAH7	0	0	0	0	0.057	0	0	0.481	0.489
CP1	DREB1C	3702.Q9FDX6	3702.Q9SYS6	0	0	0	0	0	0	0	0.513	0.513
CP1	SAG113	3702.Q9FDX6	3702.Q9FIF5	0	0	0	0	0	0.079	0.070	0.548	0.579
CP1	SCRM	3702.Q9FDX6	3702.Q9LSE2	0	0	0	0	0.059	0	0	0.597	0.604
CP1	NHX7	3702.Q9FDX6	3702.Q9LKW9	0	0	0	0	0.050	0.069	0.162	0.540	0.613
CP1	HSP70-4	3702.Q9FDX6	3702.Q9LHA8	0	0	0	0	0.079	0.095	0	0.785	0.805
CUL3A	DREB2A	3702.Q9ZVH4	3702.O82132	0	0	0	0	0	0.063	0	0.416	0.429
CUL3A	DET1	3702.Q9ZVH4	3702.P48732	0	0	0	0	0	0	0	0.433	0.433
CUL3A	SUMO3	3702.Q9ZVH4	3702.Q9FLP5	0	0	0	0	0	0	0	0.453	0.453
CUL3A	KEG	3702.Q9ZVH4	3702.Q9FY48	0	0	0	0	0	0.108	0.458	0.655	0.818
CUL3A	DRIP1	3702.Q9ZVH4	3702.Q9M9Y4	0	0	0	0	0	0.047	0.070	0.573	0.588
CUL3A	TTL1	3702.Q9ZVH4	3702.Q9MAH1	0	0	0	0	0	0.363	0.047	0.147	0.436
DAPB3	DREB2A	3702.Q9FJ82	3702.O82132	0.075	0	0	0	0	0	0	0.410	0.430
DAPB3	P5CSA	3702.Q9FJ82	3702.P54887	0.159	0	0	0	0	0	0	0.425	0.495
DAPB3	HKT1	3702.Q9FJ82	3702.Q84TI7	0.122	0	0	0	0	0	0	0.419	0.468
DAPB3	PCNA2	3702.Q9FJ82	3702.Q9ZW35	0.079	0	0	0	0	0	0	0.453	0.474
DAPB3	PCNA	3702.Q9FJ82	3702.Q9M7Q7	0.079	0	0	0	0.054	0	0	0.453	0.481
DCP5	T7I23.15	3702.Q9C658	3702.F4HVV6	0	0	0	0	0.102	0.075	0	0.366	0.428
DCP5	EIF4E1	3702.Q9C658	3702.O23252	0	0	0	0	0	0.104	0	0.576	0.604
DCP5	T5K18.40	3702.Q9C658	3702.O65697	0	0	0	0.605	0	0	0.540	0	0.540
DCP5	T5K18.120	3702.Q9C658	3702.O65705	0	0	0	0.637	0	0	0.540	0	0.540
DCP5	T5K18.140	3702.Q9C658	3702.O65707	0	0	0.140	0.693	0	0	0.540	0	0.587
DCP5	DREB2A	3702.Q9C658	3702.O82132	0	0	0	0	0.066	0.414	0	0.202	0.525
DCP5	RH8	3702.Q9C658	3702.Q8RXK6	0	0	0	0	0.286	0.624	0	0.283	0.791
DCP5	RH6	3702.Q9C658	3702.Q94BV4	0	0	0	0	0.400	0.725	0	0.631	0.934
DCP5	DCP5-L	3702.Q9C658	3702.Q9FH77	0	0	0.175	0.705	0.101	0	0.540	0.253	0.711
DCP5	RH12	3702.Q9C658	3702.Q9M2E0	0	0	0	0	0.309	0.624	0	0.679	0.909
DCP5-L	T7I23.15	3702.Q9FH77	3702.F4HVV6	0	0	0	0	0.073	0.075	0	0.730	0.748
DCP5-L	T5K18.40	3702.Q9FH77	3702.O65697	0	0	0	0.606	0	0	0.540	0	0.540
DCP5-L	T5K18.120	3702.Q9FH77	3702.O65705	0	0	0	0.638	0	0	0.540	0	0.540
DCP5-L	T5K18.140	3702.Q9FH77	3702.O65707	0	0	0.175	0.722	0	0	0.540	0	0.604
DCP5-L	DREB2A	3702.Q9FH77	3702.O82132	0	0	0	0	0.066	0.414	0	0.089	0.457
DCP5-L	RH8	3702.Q9FH77	3702.Q8RXK6	0	0	0	0	0.271	0.624	0	0.635	0.891
DCP5-L	RH6	3702.Q9FH77	3702.Q94BV4	0	0	0	0	0.297	0.624	0	0.835	0.952
DCP5-L	RH12	3702.Q9FH77	3702.Q9M2E0	0	0	0	0	0.271	0.624	0	0.835	0.951
DET1	UVR3	3702.P48732	3702.O48652	0	0	0	0	0	0.060	0	0.592	0.600
DET1	DREB2A	3702.P48732	3702.O82132	0	0	0	0	0	0	0	0.534	0.534
DET1	F24B9.25	3702.P48732	3702.P59259	0	0	0	0	0	0	0	0.437	0.437
DET1	HDA6	3702.P48732	3702.Q9FML2	0	0	0	0	0	0	0	0.507	0.507
DET1	HDA9	3702.P48732	3702.Q8H0W2	0	0	0	0	0	0	0	0.511	0.511
DET1	ZEP	3702.P48732	3702.Q9FGC7	0	0	0	0	0	0	0	0.513	0.513
DPBF3	DREB2A	3702.Q9LES3	3702.O82132	0	0	0	0	0	0	0	0.435	0.435
DPBF3	SRK2D	3702.Q9LES3	3702.Q39192	0	0	0	0	0	0	0.650	0.737	0.904
DPBF3	SRK2I	3702.Q9LES3	3702.Q39193	0	0	0	0	0	0	0.650	0.436	0.794
DPBF3	SRK2E	3702.Q9LES3	3702.Q940H6	0	0	0	0	0	0.292	0.650	0.543	0.876
DPBF3	MBF1C	3702.Q9LES3	3702.Q9LV58	0	0	0	0	0	0	0	0.400	0.400
DPBF3	NCED3	3702.Q9LES3	3702.Q9LRR7	0	0	0	0	0	0	0	0.471	0.471
DREB1A	ZAT6	3702.Q9M0L0	3702.O22533	0	0	0	0	0.080	0	0	0.500	0.520
DREB1A	PXG3	3702.Q9M0L0	3702.O22788	0	0	0	0	0.048	0	0	0.540	0.543
DREB1A	HSFA2	3702.Q9M0L0	3702.O80982	0	0	0	0	0	0	0	0.541	0.541
DREB1A	DREB2A	3702.Q9M0L0	3702.O82132	0	0	0	0.682	0.165	0	0	0.322	0.409
DREB1A	KIN2	3702.Q9M0L0	3702.P31169	0	0	0	0	0.079	0	0	0.739	0.749
DREB1A	ERD10	3702.Q9M0L0	3702.P42759	0	0	0	0	0.071	0	0	0.719	0.727
DREB1A	P5CSA	3702.Q9M0L0	3702.P54887	0	0	0	0	0.059	0	0	0.714	0.719
DREB1A	EM6	3702.Q9M0L0	3702.Q02973	0	0	0	0	0	0	0	0.414	0.414
DREB1A	LTI65	3702.Q9M0L0	3702.Q04980	0	0	0	0	0	0	0	0.795	0.795
DREB1A	RD29A	3702.Q9M0L0	3702.Q06738	0	0	0	0	0.139	0	0	0.927	0.934
DREB1A	RD22	3702.Q9M0L0	3702.Q08298	0	0	0	0	0.049	0	0	0.790	0.791
DREB1A	NAC002	3702.Q9M0L0	3702.Q39013	0	0	0	0	0.043	0	0	0.544	0.544
DREB1A	SRK2D	3702.Q9M0L0	3702.Q39192	0	0	0	0	0	0	0	0.540	0.540
DREB1A	SRK2I	3702.Q9M0L0	3702.Q39193	0	0	0	0	0	0	0	0.416	0.416
DREB1A	MYC2	3702.Q9M0L0	3702.Q39204	0	0	0	0	0.085	0	0	0.543	0.563
DREB1A	ZAT12	3702.Q9M0L0	3702.Q42410	0	0	0	0	0.061	0	0	0.778	0.782
DREB1A	SIZ1	3702.Q9M0L0	3702.Q680Q4	0	0	0	0	0	0	0	0.757	0.757
DREB1A	NHX1	3702.Q9M0L0	3702.Q68KI4	0	0	0	0	0	0	0	0.431	0.431
DREB1A	HOS1	3702.Q9M0L0	3702.Q84JU6	0	0	0	0	0	0	0	0.719	0.719
DREB1A	HKT1	3702.Q9M0L0	3702.Q84TI7	0	0	0	0	0	0	0	0.599	0.599
DREB1A	KIN1-2	3702.Q9M0L0	3702.Q8GW44	0	0	0	0	0	0	0	0.599	0.599
DREB1A	NAC072	3702.Q9M0L0	3702.Q93VY3	0	0	0	0	0.078	0	0	0.716	0.726
DREB1A	SRK2E	3702.Q9M0L0	3702.Q940H6	0	0	0	0	0	0	0	0.638	0.638
DREB1A	ZAT10	3702.Q9M0L0	3702.Q96289	0	0	0	0	0.081	0	0	0.784	0.793
DREB1A	WRKY18	3702.Q9M0L0	3702.Q9C5T4	0	0	0	0	0	0	0	0.439	0.439
DREB1A	WRKY63	3702.Q9M0L0	3702.Q9C6H5	0	0	0	0	0	0	0	0.541	0.541
DREB1A	NAC019	3702.Q9M0L0	3702.Q9C932	0	0	0	0	0.057	0	0	0.551	0.558
DREB1A	HAB1	3702.Q9M0L0	3702.Q9CAJ0	0	0	0	0	0	0	0	0.400	0.400
DREB1A	MYB44	3702.Q9M0L0	3702.Q9FDW1	0	0	0	0	0.051	0	0	0.471	0.476
DREB1A	ZEP	3702.Q9M0L0	3702.Q9FGC7	0	0	0	0	0.042	0	0	0.541	0.541
DREB1A	GOLS2	3702.Q9M0L0	3702.Q9FXB2	0	0	0	0	0.071	0	0	0.484	0.500
DREB1A	NAC055	3702.Q9M0L0	3702.Q9LDY8	0	0	0	0	0	0	0	0.525	0.525
DREB1A	NHX7	3702.Q9M0L0	3702.Q9LKW9	0	0	0	0	0	0	0	0.545	0.545
DREB1A	NCED3	3702.Q9M0L0	3702.Q9LRR7	0	0	0	0	0.175	0	0	0.579	0.637
DREB1A	SCRM	3702.Q9M0L0	3702.Q9LSE2	0	0	0	0	0	0	0	0.891	0.891
DREB1A	MYB15	3702.Q9M0L0	3702.Q9LTC4	0	0	0	0	0.051	0	0	0.772	0.774
DREB1A	WRKY40	3702.Q9M0L0	3702.Q9SAH7	0	0	0	0	0.045	0	0	0.407	0.409
DREB1A	DRIP1	3702.Q9M0L0	3702.Q9M9Y4	0	0	0	0	0	0	0	0.418	0.418
DREB1A	DREB1C	3702.Q9M0L0	3702.Q9SYS6	0	0	0	0.981	0.466	0	0	0.058	0.475
DREB1C	ZAT6	3702.Q9SYS6	3702.O22533	0	0	0	0	0.079	0	0	0.491	0.511
DREB1C	DREB2A	3702.Q9SYS6	3702.O82132	0	0	0	0.684	0.107	0	0	0.436	0.474
DREB1C	KIN2	3702.Q9SYS6	3702.P31169	0	0	0	0	0	0	0	0.784	0.784
DREB1C	ERD10	3702.Q9SYS6	3702.P42759	0	0	0	0	0.060	0	0	0.431	0.442
DREB1C	LTI65	3702.Q9SYS6	3702.Q04980	0	0	0	0	0	0	0	0.700	0.700
DREB1C	RD29A	3702.Q9SYS6	3702.Q06738	0	0	0	0	0.051	0	0	0.896	0.897
DREB1C	RD22	3702.Q9SYS6	3702.Q08298	0	0	0	0	0.049	0	0	0.549	0.552
DREB1C	MYC2	3702.Q9SYS6	3702.Q39204	0	0	0	0	0.160	0	0	0.400	0.474
DREB1C	ZAT12	3702.Q9SYS6	3702.Q42410	0	0	0	0	0.140	0	0	0.850	0.865
DREB1C	SIZ1	3702.Q9SYS6	3702.Q680Q4	0	0	0	0	0	0	0	0.719	0.719
DREB1C	HOS1	3702.Q9SYS6	3702.Q84JU6	0	0	0	0	0	0	0	0.794	0.794
DREB1C	KIN1-2	3702.Q9SYS6	3702.Q8GW44	0	0	0	0	0	0	0	0.546	0.546
DREB1C	NAC072	3702.Q9SYS6	3702.Q93VY3	0	0	0	0	0.080	0	0	0.575	0.592
DREB1C	SRK2E	3702.Q9SYS6	3702.Q940H6	0	0	0	0	0	0	0	0.574	0.574
DREB1C	ZAT10	3702.Q9SYS6	3702.Q96289	0	0	0	0	0.210	0	0	0.785	0.822
DREB1C	NAC019	3702.Q9SYS6	3702.Q9C932	0	0	0	0	0.043	0	0	0.552	0.552
DREB1C	NAC055	3702.Q9SYS6	3702.Q9LDY8	0	0	0	0	0	0	0	0.551	0.551
DREB1C	NCED3	3702.Q9SYS6	3702.Q9LRR7	0	0	0	0	0.168	0	0	0.358	0.443
DREB1C	SCRM	3702.Q9SYS6	3702.Q9LSE2	0	0	0	0	0	0	0	0.932	0.932
DREB1C	MYB15	3702.Q9SYS6	3702.Q9LTC4	0	0	0	0	0.057	0	0	0.790	0.793
DREB1C	HSFC1	3702.Q9SYS6	3702.Q9LV52	0	0	0	0	0.103	0	0	0.695	0.714
DREB1C	WRKY40	3702.Q9SYS6	3702.Q9SAH7	0	0	0	0	0.169	0	0	0.313	0.404
DREB1C	RCI2A	3702.Q9SYS6	3702.Q9ZNQ7	0	0	0	0	0	0	0	0.408	0.408
DREB2A	NAC016	3702.O82132	3702.A4FVP6	0	0	0	0	0.048	0	0	0.541	0.544
DREB2A	SPT6	3702.O82132	3702.A8MS85	0.044	0	0	0	0.140	0.170	0	0.234	0.407
DREB2A	VIP6	3702.O82132	3702.B5X0I6	0	0	0	0	0	0.199	0.097	0.240	0.402
DREB2A	LIG6	3702.O82132	3702.F4HPZ9	0	0	0	0	0.081	0.110	0.329	0.185	0.492
DREB2A	T7I23.15	3702.O82132	3702.F4HVV6	0	0	0	0	0.060	0.341	0	0.121	0.407
DREB2A	NAC013	3702.O82132	3702.F4IED2	0	0	0	0	0.108	0	0	0.570	0.600
DREB2A	F4IHD8_ARATH	3702.O82132	3702.F4IHD8	0	0	0	0	0	0.167	0.127	0.309	0.453
DREB2A	SYD	3702.O82132	3702.F4IHS2	0	0	0	0	0.051	0.625	0.097	0.063	0.658
DREB2A	SWC2	3702.O82132	3702.F4IP06	0	0	0	0	0	0.381	0.096	0.112	0.459
DREB2A	GTC2	3702.O82132	3702.F4JME7	0	0	0	0	0	0.530	0	0.233	0.624
DREB2A	RDM3	3702.O82132	3702.F4JW79	0	0	0	0	0	0.340	0	0.149	0.414
DREB2A	NRPC1	3702.O82132	3702.F4JXF9	0	0	0	0	0.051	0.314	0.158	0	0.403
DREB2A	TAF4B	3702.O82132	3702.F4K4L7	0	0	0	0	0	0	0	0.696	0.696
DREB2A	MBK5.18	3702.O82132	3702.F4KAT5	0	0	0	0	0.095	0.266	0.144	0.070	0.400
DREB2A	MAH20.19	3702.O82132	3702.F4KB54	0	0	0	0	0.054	0.342	0.307	0.181	0.599
DREB2A	LEA14	3702.O82132	3702.O03983	0	0	0	0	0.140	0	0	0.545	0.591
DREB2A	NAC098	3702.O82132	3702.O04017	0	0	0	0	0	0.058	0.048	0.540	0.551
DREB2A	EIF(ISO)4E	3702.O82132	3702.O04663	0	0	0	0	0	0.414	0	0.111	0.456
DREB2A	ZAT6	3702.O82132	3702.O22533	0	0	0	0	0.333	0.109	0.094	0.481	0.683
DREB2A	PXG3	3702.O82132	3702.O22788	0	0	0	0	0	0	0	0.792	0.792
DREB2A	GOLS1	3702.O82132	3702.O22893	0	0	0	0	0.046	0.068	0	0.541	0.556
DREB2A	EIF4E1	3702.O82132	3702.O23252	0	0	0	0	0	0.414	0	0.111	0.456
DREB2A	NFYB3	3702.O82132	3702.O23310	0	0	0	0	0	0	0	0.651	0.651
DREB2A	H2AV	3702.O82132	3702.O23628	0	0	0	0	0	0.267	0.163	0.156	0.436
DREB2A	GPX6	3702.O82132	3702.O48646	0	0	0	0	0.190	0	0	0.326	0.430
DREB2A	UVR3	3702.O82132	3702.O48652	0	0	0	0	0	0	0	0.511	0.511
DREB2A	NRPB4	3702.O82132	3702.O48890	0	0	0	0	0	0.413	0.303	0.046	0.575
DREB2A	HSFA4A	3702.O82132	3702.O49403	0	0	0	0	0.139	0.049	0	0.784	0.808
DREB2A	MORF1	3702.O82132	3702.O49429	0	0	0	0	0	0.410	0	0.046	0.413
DREB2A	PYR1	3702.O82132	3702.O49686	0	0	0	0	0	0	0	0.540	0.540
DREB2A	SUVR5	3702.O82132	3702.O64827	0	0	0	0	0.055	0.363	0.200	0.064	0.488
DREB2A	F1N20.160	3702.O82132	3702.O65454	0	0	0	0	0.054	0.342	0.307	0.181	0.599
DREB2A	F6I18.270	3702.O82132	3702.O65567	0	0	0	0	0	0.044	0.408	0	0.409
DREB2A	T5K18.40	3702.O82132	3702.O65697	0	0	0	0	0.066	0.414	0	0.089	0.457
DREB2A	T5K18.120	3702.O82132	3702.O65705	0	0	0	0	0.066	0.414	0	0.089	0.457
DREB2A	T5K18.140	3702.O82132	3702.O65707	0	0	0	0	0.066	0.414	0	0.089	0.457
DREB2A	F13P17.5	3702.O82132	3702.O80770	0	0	0	0	0	0.340	0	0.149	0.414
DREB2A	HSFA2	3702.O82132	3702.O80982	0	0	0	0	0.207	0.049	0	0.880	0.902
DREB2A	GRF1	3702.O82132	3702.O81001	0	0	0	0	0	0	0	0.400	0.400
DREB2A	NRPB8A	3702.O82132	3702.O81097	0	0	0	0	0	0.363	0.303	0	0.537
DREB2A	HSFA1B	3702.O82132	3702.O81821	0	0	0	0	0.044	0.049	0	0.792	0.795
DREB2A	HSP17.7	3702.O82132	3702.O81822	0	0	0	0	0.120	0	0	0.358	0.410
DREB2A	OFUT23	3702.O82132	3702.Q9MA87	0	0	0	0	0.067	0.110	0.306	0.083	0.400
DREB2A	F13J11.12	3702.O82132	3702.Q1PF74	0	0	0	0	0	0.281	0.050	0.195	0.402
DREB2A	NAC053	3702.O82132	3702.Q949N0	0	0	0	0	0.157	0	0	0.320	0.402
DREB2A	LHP1	3702.O82132	3702.Q946J8	0	0	0	0	0	0.281	0.050	0.195	0.402
DREB2A	MED32	3702.O82132	3702.Q84VW5	0	0	0	0	0	0	0	0.405	0.405
DREB2A	NRPA1	3702.O82132	3702.Q9SVY0	0	0	0	0	0.050	0.314	0.158	0.048	0.407
DREB2A	SUMO2	3702.O82132	3702.Q9FLP6	0	0	0	0	0	0.201	0.164	0.184	0.407
DREB2A	F16M19.22	3702.O82132	3702.Q9CAM1	0.044	0	0	0	0.140	0.170	0	0.234	0.407
DREB2A	Q9LIF6_ARATH	3702.O82132	3702.Q9LIF6	0	0	0	0	0.050	0.314	0.158	0.048	0.407
DREB2A	VOZ2	3702.O82132	3702.Q9SLB9	0	0	0	0	0	0	0	0.409	0.408
DREB2A	F16L2_40	3702.O82132	3702.Q9LZU7	0	0	0	0	0.051	0.142	0.333	0	0.409
DREB2A	NIC2	3702.O82132	3702.Q9FMX7	0	0	0	0	0	0	0	0.410	0.410
DREB2A	RAV1	3702.O82132	3702.Q9ZWM9	0	0	0	0	0.055	0	0	0.403	0.411
DREB2A	EMB1674	3702.O82132	3702.Q8RWD7	0	0	0	0	0	0.236	0.187	0.129	0.411
DREB2A	F17I14.140	3702.O82132	3702.Q9LXD0	0	0	0	0	0	0.340	0	0.149	0.414
DREB2A	MUB3.7	3702.O82132	3702.Q9FLG3	0	0	0	0	0	0.340	0	0.149	0.414
DREB2A	TTL1	3702.O82132	3702.Q9MAH1	0	0	0	0	0.052	0.079	0.184	0.277	0.415
DREB2A	GRF9	3702.O82132	3702.Q8S9M3	0	0	0	0	0	0.064	0	0.402	0.416
DREB2A	LEA7	3702.O82132	3702.Q96270	0	0	0	0	0.075	0	0	0.400	0.421
DREB2A	K9I9.20	3702.O82132	3702.Q9FJW0	0	0	0	0	0	0.377	0.091	0.066	0.424
DREB2A	T16K5.180	3702.O82132	3702.Q9M2X5	0	0	0	0	0	0.377	0.091	0.066	0.424
DREB2A	HSP70-8	3702.O82132	3702.Q9SKY8	0	0	0	0	0.171	0.120	0	0.280	0.429
DREB2A	XERO2	3702.O82132	3702.P42758	0	0	0	0	0.129	0	0	0.372	0.429
DREB2A	RCI2A	3702.O82132	3702.Q9ZNQ7	0	0	0	0	0.079	0	0	0.408	0.431
DREB2A	NAC017	3702.O82132	3702.Q9XIC5	0	0	0	0	0	0	0	0.431	0.431
DREB2A	PP2C27	3702.O82132	3702.P93006	0	0	0	0	0.081	0	0	0.406	0.431
DREB2A	HDA7	3702.O82132	3702.Q9FH09	0	0	0	0	0	0.167	0.178	0.239	0.433
DREB2A	SRK2I	3702.O82132	3702.Q39193	0	0	0	0	0.086	0	0	0.407	0.434
DREB2A	KEG	3702.O82132	3702.Q9FY48	0	0	0	0	0	0.110	0.046	0.387	0.434
DREB2A	IAA5	3702.O82132	3702.P33078	0	0	0	0	0	0	0	0.434	0.434
DREB2A	NF-YB11	3702.O82132	3702.Q9ZQH2	0	0	0	0	0	0.363	0.094	0.100	0.435
DREB2A	EM1	3702.O82132	3702.Q07187	0	0	0	0	0	0.078	0.072	0.393	0.435
DREB2A	NAC046	3702.O82132	3702.Q9SQQ6	0	0	0	0	0.071	0.058	0.048	0.402	0.435
DREB2A	HTA8	3702.O82132	3702.Q9SII0	0	0	0	0	0	0.267	0.163	0.156	0.436
DREB2A	HTA9	3702.O82132	3702.Q9C944	0	0	0	0	0	0.267	0.163	0.156	0.436
